Protein	Protein ID	Entry Name	Gene	Length	Is Decoy	Is Contaminant	Organism	Protein Description	Protein Existence	Coverage	Protein Probability	Top Peptide Probability	Protein Qvalue	Total Peptides	Unique Peptides	Razor Peptides	Total Spectral Count	Unique Spectral Count	Razor Spectral Count	Total Intensity	Unique Intensity	Razor Intensity	Razor Assigned Modifications	Razor Observed Modifications	Indistinguishable Proteins
sp|Q06143|DIC1_YEAST	Q06143	DIC1_YEAST	DIC1	298	false	false	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Mitochondrial dicarboxylate transporter	1:Experimental evidence at protein level	2.68	0.9550	0.9986	0.00000000000000	1	1	1	1	1	1	2143377.5	2143377.5	2143377.5			
sp|P42826|XKS1_YEAST	P42826	XKS1_YEAST	XKS1	600	false	false	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Xylulose kinase	1:Experimental evidence at protein level	1.50	0.9546	0.9986	0.00000000000000	1	1	1	1	1	1	0	0	0			
sp|P47037|SMC3_YEAST	P47037	SMC3_YEAST	SMC3	1230	false	false	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Structural maintenance of chromosomes protein 3	1:Experimental evidence at protein level	0.89	0.9539	0.9986	0.00000000000000	1	1	1	1	1	1	4278671.5	4278671.5	4278671.5			
sp|P34110|VPS35_YEAST	P34110	VPS35_YEAST	VPS35	944	false	false	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Vacuolar protein sorting-associated protein 35	1:Experimental evidence at protein level	0.74	0.9522	0.9909	0.00403458213256	1	1	1	1	1	1	5680574.0	5680574.0	5680574.0			
sp|Q04693|RSE1_YEAST	Q04693	RSE1_YEAST	RSE1	1361	false	false	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Pre-mRNA-splicing factor RSE1	1:Experimental evidence at protein level	0.73	0.9514	0.9985	0.00000000000000	1	1	1	1	1	1	318627.12	318627.12	318627.12			
sp|Q05029|BCH1_YEAST	Q05029	BCH1_YEAST	BCH1	724	false	false	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Protein BCH1	1:Experimental evidence at protein level	1.24	0.9503	0.9984	0.00000000000000	1	1	1	1	1	1	2782382.5	2782382.5	2782382.5			
sp|Q12144|PER33_YEAST	Q12144	PER33_YEAST	PER33	273	false	false	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Pore and endoplasmic reticulum protein of 33 kDa	1:Experimental evidence at protein level	2.56	0.9499	0.9984	0.00000000000000	1	1	1	1	1	1	1740666.4	1740666.4	1740666.4			
sp|P19812|UBR1_YEAST	P19812	UBR1_YEAST	UBR1	1950	false	false	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	E3 ubiquitin-protein ligase UBR1	1:Experimental evidence at protein level	0.36	0.9492	0.9875	0.00514579759863	2	2	2	1	1	1	8.1065872E7	8.1065872E7	8.1065872E7			
sp|P40986|CDC1_YEAST	P40986	CDC1_YEAST	CDC1	491	false	false	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Cell division control protein 1	1:Experimental evidence at protein level	2.04	0.9471	0.9983	0.00000000000000	1	1	1	1	1	1	2021902.0	2021902.0	2021902.0			
sp|Q03705|CG121_YEAST	Q03705	CG121_YEAST	CGI121	181	false	false	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	EKC/KEOPS complex subunit CGI121	1:Experimental evidence at protein level	4.42	0.9463	0.9983	0.00000000000000	1	1	1	1	1	1	2796249.8	2796249.8	2796249.8			
sp|P50088|SPG1_YEAST	P50088	SPG1_YEAST	SPG1	95	false	false	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Stationary phase gene 1 protein	1:Experimental evidence at protein level	11.58	0.9450	0.9983	0.00000000000000	1	1	1	1	1	1	5718721.5	5718721.5	5718721.5			
sp|Q01454|CTF4_YEAST	Q01454	CTF4_YEAST	CTF4	927	false	false	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	DNA polymerase alpha-binding protein	1:Experimental evidence at protein level	0.86	0.9450	0.9983	0.00000000000000	1	1	1	1	1	1	1655226.0	1655226.0	1655226.0			
sp|P53738|TR112_YEAST	P53738	TR112_YEAST	TRM112	135	false	false	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Multifunctional methyltransferase subunit TRM112	1:Experimental evidence at protein level	5.93	0.9436	0.9982	0.00000000000000	1	1	1	1	1	1	5137243.5	5137243.5	5137243.5			
sp|P21560|CBP3_YEAST	P21560	CBP3_YEAST	CBP3	335	false	false	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Protein CBP3, mitochondrial	1:Experimental evidence at protein level	2.69	0.9425	0.9982	0.00000000000000	1	1	1	1	1	1	2086238.9	2086238.9	2086238.9			
sp|Q05031|DFG5_YEAST	Q05031	DFG5_YEAST	DFG5	458	false	false	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Mannan endo-1,6-alpha-mannosidase DFG5	1:Experimental evidence at protein level	1.75	0.9401	0.9981	0.00000000000000	1	1	1	1	1	1	3529855.5	3529855.5	3529855.5			
sp|P33309|DOM34_YEAST	P33309	DOM34_YEAST	DOM34	386	false	false	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Protein DOM34	1:Experimental evidence at protein level	2.33	0.9382	0.9980	0.00000000000000	1	1	1	1	1	1	5079703.5	5079703.5	5079703.5			
sp|P38167|ECM21_YEAST	P38167	ECM21_YEAST	ECM21	1117	false	false	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Protein ECM21	1:Experimental evidence at protein level	0.72	0.9362	0.9980	0.00000000000000	1	1	1	1	1	1	0	0	0			
sp|P22936|APN1_YEAST	P22936	APN1_YEAST	APN1	367	false	false	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Apurinic-apyrimidinic endonuclease 1	1:Experimental evidence at protein level	2.45	0.9347	0.9979	0.00000000000000	1	1	1	1	1	1	3162835.8	3162835.8	3162835.8			
sp|Q03337|TRS31_YEAST	Q03337	TRS31_YEAST	TRS31	283	false	false	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Trafficking protein particle complex subunit 31	1:Experimental evidence at protein level	2.83	0.9341	0.9979	0.00000000000000	1	1	1	1	1	1	741635.8	741635.8	741635.8			
sp|Q02354|UTP6_YEAST	Q02354	UTP6_YEAST	UTP6	440	false	false	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	U3 small nucleolar RNA-associated protein 6	1:Experimental evidence at protein level	2.05	0.9334	0.9979	0.00000000000000	1	1	1	1	1	1	5068728.5	5068728.5	5068728.5			
sp|P41835|THI6_YEAST	P41835	THI6_YEAST	THI6	540	false	false	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Thiamine biosynthetic bifunctional enzyme	3:Protein inferred from homology	4.81	0.9317	0.9978	0.00000000000000	1	1	1	3	3	3	0	0	0	17C(57.0215),19C(57.0215)		
sp|P40343|VPS27_YEAST	P40343	VPS27_YEAST	VPS27	622	false	false	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Vacuolar protein sorting-associated protein 27	1:Experimental evidence at protein level	1.61	0.9315	0.9978	0.00000000000000	1	1	1	1	1	1	2437252.0	2437252.0	2437252.0			
contam_sp|P12081|HARS1_HUMAN	P12081	HARS1_HUMAN	HARS1	509	false	true	Homo sapiens	Histidine--tRNA ligase, cytoplasmic	1:Experimental evidence at protein level	1.77	0.9301	0.9864	0.00514579759863	2	1	1	3	0	0	1.2524842E7	2647322.2	2647322.2			
sp|P21524|RIR1_YEAST	P21524	RIR1_YEAST	RNR1	888	false	false	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Ribonucleoside-diphosphate reductase large chain 1	1:Experimental evidence at protein level	1.91	0.9295	0.9977	0.00000000000000	1	1	1	1	1	1	1424961.8	1424961.8	1424961.8			
sp|Q05024|TRI1_YEAST	Q05024	TRI1_YEAST	TRI1	226	false	false	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Protein TRI1	1:Experimental evidence at protein level	5.31	0.9294	0.9977	0.00000000000000	1	1	1	1	1	1	0	0	0			
sp|P54781|ERG5_YEAST	P54781	ERG5_YEAST	ERG5	538	false	false	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	C-22 sterol desaturase ERG5	1:Experimental evidence at protein level	1.49	0.9290	0.9977	0.00000000000000	1	1	1	1	1	1	1786844.2	1786844.2	1786844.2			
sp|P25365|SED4_YEAST	P25365	SED4_YEAST	SED4	1065	false	false	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Putative guanine nucleotide-exchange factor SED4	1:Experimental evidence at protein level	0.75	0.9289	0.9977	0.00000000000000	1	1	1	1	1	1	6203971.0	6203971.0	6203971.0			
sp|P36057|SRPB_YEAST	P36057	SRPB_YEAST	SRP102	244	false	false	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Signal recognition particle receptor subunit beta	1:Experimental evidence at protein level	4.51	0.9214	0.9975	0.00060459492140	1	1	1	1	1	1	5722864.0	5722864.0	5722864.0			
sp|P38089|PP2C4_YEAST	P38089	PP2C4_YEAST	PTC4	393	false	false	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Protein phosphatase 2C homolog 4	1:Experimental evidence at protein level	2.29	0.9207	0.9974	0.00060459492140	1	1	1	1	1	1	0	0	0			
sp|P38325|OM14_YEAST	P38325	OM14_YEAST	OM14	134	false	false	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Mitochondrial outer membrane protein OM14	1:Experimental evidence at protein level	5.97	0.9167	0.9973	0.00060459492140	1	1	1	1	1	1	1.0265466E7	1.0265466E7	1.0265466E7	2C(57.0215)		
sp|P57743|LSM3_YEAST	P57743	LSM3_YEAST	LSM3	89	false	false	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	U6 snRNA-associated Sm-like protein LSm3	1:Experimental evidence at protein level	7.87	0.9166	0.9973	0.00060459492140	1	1	1	1	1	1	7340018.5	7340018.5	7340018.5	1C(57.0215)		
sp|Q06214|JIP5_YEAST	Q06214	JIP5_YEAST	JIP5	492	false	false	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	WD repeat-containing protein JIP5	1:Experimental evidence at protein level	1.83	0.9165	0.9973	0.00060459492140	1	1	1	1	1	1	3239805.8	3239805.8	3239805.8			
sp|P38293|UMP1_YEAST	P38293	UMP1_YEAST	UMP1	148	false	false	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Proteasome maturation factor UMP1	1:Experimental evidence at protein level	6.76	0.9137	0.9972	0.00060459492140	1	1	1	1	1	1	1384841.9	1384841.9	1384841.9			
sp|P53276|UTP8_YEAST	P53276	UTP8_YEAST	UTP8	713	false	false	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	U3 small nucleolar RNA-associated protein 8	1:Experimental evidence at protein level	1.12	0.9120	0.9971	0.00060459492140	1	1	1	1	1	1	1530142.9	1530142.9	1530142.9			
sp|P53178|ALG13_YEAST	P53178	ALG13_YEAST	ALG13	202	false	false	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	UDP-N-acetylglucosamine transferase subunit ALG13	1:Experimental evidence at protein level	4.46	0.9078	0.9970	0.00060459492140	1	1	1	1	1	1	0	0	0			
sp|Q12502|LDB19_YEAST	Q12502	LDB19_YEAST	LDB19	818	false	false	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Protein LDB19	1:Experimental evidence at protein level	1.34	0.9070	0.9970	0.00060459492140	1	1	1	1	1	1	5818492.0	5818492.0	5818492.0			
sp|Q04120|TSA2_YEAST	Q04120	TSA2_YEAST	TSA2	196	false	false	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Peroxiredoxin TSA2	1:Experimental evidence at protein level	7.65	0.9065	0.9814	0.00620767494357	2	1	1	8	1	1	3.2439664E8	0	0			
sp|P39705|NUP60_YEAST	P39705	NUP60_YEAST	NUP60	539	false	false	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Nucleoporin NUP60	1:Experimental evidence at protein level	1.86	0.9047	0.9969	0.00060459492140	1	1	1	1	1	1	1.0272324E7	1.0272324E7	1.0272324E7			
sp|Q05040|FAR8_YEAST	Q05040	FAR8_YEAST	FAR8	523	false	false	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Factor arrest protein 8	1:Experimental evidence at protein level	1.34	0.9038	0.9968	0.00060459492140	1	1	1	1	1	1	3405189.2	3405189.2	3405189.2			
sp|Q99316|MPD2_YEAST	Q99316	MPD2_YEAST	MPD2	277	false	false	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Protein disulfide isomerase MPD2	1:Experimental evidence at protein level	3.61	0.9001	0.9967	0.00060459492140	1	1	1	1	1	1	922861.4	922861.4	922861.4			
sp|Q06679|UTP4_YEAST	Q06679	UTP4_YEAST	UTP4	776	false	false	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	U3 small nucleolar RNA-associated protein 4	1:Experimental evidence at protein level	1.03	0.8979	0.9966	0.00060459492140	1	1	1	2	2	2	2368192.8	2368192.8	2368192.8			
sp|P53903|PGA2_YEAST	P53903	PGA2_YEAST	PGA2	129	false	false	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Processing of GAS1 and ALP protein 2	1:Experimental evidence at protein level	6.20	0.8969	0.9966	0.00060459492140	1	1	1	1	1	1	9255794.0	9255794.0	9255794.0			
sp|P32901|PTR2_YEAST	P32901	PTR2_YEAST	PTR2	601	false	false	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Peptide transporter PTR2	1:Experimental evidence at protein level	1.16	0.8965	0.9966	0.00060459492140	1	1	1	1	1	1	3503166.2	3503166.2	3503166.2			
sp|P40517|YRB2_YEAST	P40517	YRB2_YEAST	YRB2	327	false	false	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Ran-specific GTPase-activating protein 2	1:Experimental evidence at protein level	2.75	0.8949	0.9965	0.00060459492140	1	1	1	1	1	1	6827949.0	6827949.0	6827949.0			
sp|P40563|AIM21_YEAST	P40563	AIM21_YEAST	AIM21	679	false	false	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Altered inheritance of mitochondria protein 21	1:Experimental evidence at protein level	1.47	0.8939	0.9965	0.00060459492140	1	1	1	1	1	1	0	0	0			
sp|Q08278|MED7_YEAST	Q08278	MED7_YEAST	MED7	222	false	false	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Mediator of RNA polymerase II transcription subunit 7	1:Experimental evidence at protein level	4.05	0.8894	0.9963	0.00120409391933	1	1	1	1	1	1	2601455.8	2601455.8	2601455.8			
sp|P53753|ENG1_YEAST	P53753	ENG1_YEAST	DSE4	1117	false	false	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Glucan endo-1,3-beta-D-glucosidase 1	1:Experimental evidence at protein level	0.72	0.8851	0.9962	0.00120409391933	1	1	1	1	1	1	2971218.2	2971218.2	2971218.2			
sp|P53617|NRD1_YEAST	P53617	NRD1_YEAST	NRD1	575	false	false	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Protein NRD1	1:Experimental evidence at protein level	1.39	0.8847	0.9961	0.00179533213645	1	1	1	1	1	1	2988770.0	2988770.0	2988770.0			
sp|Q02206|RSC4_YEAST	Q02206	RSC4_YEAST	RSC4	625	false	false	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Chromatin structure-remodeling complex subunit RSC4	1:Experimental evidence at protein level	1.92	0.8819	0.9960	0.00179533213645	1	1	1	1	1	1	397470.94	397470.94	397470.94			
sp|Q12298|YD061_YEAST	Q12298	YD061_YEAST	YDR061W	539	false	false	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Uncharacterized ABC transporter ATP-binding protein YDR061W	1:Experimental evidence at protein level	1.67	0.8789	0.9959	0.00179533213645	1	1	1	1	1	1	0	0	0			
sp|P42840|YN60_YEAST	P42840	YN60_YEAST	YNL320W	284	false	false	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Uncharacterized membrane protein YNL320W	1:Experimental evidence at protein level	3.87	0.8757	0.9958	0.00179533213645	1	1	1	1	1	1	9232668.0	9232668.0	9232668.0			
sp|Q99252|ECM3_YEAST	Q99252	ECM3_YEAST	ECM3	613	false	false	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Protein ECM3	1:Experimental evidence at protein level	1.31	0.8694	0.9956	0.00179533213645	1	1	1	1	1	1	984560.7	984560.7	984560.7			
sp|P32899|IMP3_YEAST	P32899	IMP3_YEAST	IMP3	183	false	false	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	U3 small nucleolar ribonucleoprotein protein IMP3	1:Experimental evidence at protein level	4.37	0.8687	0.9955	0.00179533213645	1	1	1	1	1	1	3562548.0	3562548.0	3562548.0			
sp|Q05543|RT103_YEAST	Q05543	RT103_YEAST	RTT103	409	false	false	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Regulator of Ty1 transposition protein 103	1:Experimental evidence at protein level	2.20	0.8666	0.9954	0.00238805970149	1	1	1	1	1	1	2048688.6	2048688.6	2048688.6			
sp|P38719|DBP8_YEAST	P38719	DBP8_YEAST	DBP8	431	false	false	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	ATP-dependent RNA helicase DBP8	1:Experimental evidence at protein level	2.55	0.8618	0.9953	0.00238805970149	1	1	1	1	1	1	4.6761188E7	4.6761188E7	4.6761188E7			
sp|Q02642|NACB1_YEAST	Q02642	NACB1_YEAST	EGD1	157	false	false	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Nascent polypeptide-associated complex subunit beta-1	1:Experimental evidence at protein level	4.46	0.8444	0.9945	0.00351699882767	1	1	1	4	4	4	1.06016E8	1.06016E8	1.06016E8			
sp|Q04600|TMA64_YEAST	Q04600	TMA64_YEAST	TMA64	565	false	false	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Translation machinery-associated protein 64	1:Experimental evidence at protein level	1.59	0.8403	0.9944	0.00351699882767	1	1	1	1	1	1	3328998.0	3328998.0	3328998.0			
sp|P38112|MAK5_YEAST	P38112	MAK5_YEAST	MAK5	773	false	false	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	ATP-dependent RNA helicase MAK5	1:Experimental evidence at protein level	0.91	0.8388	0.9943	0.00351699882767	1	1	1	1	1	1	0	0	0			
sp|P42934|PMT6_YEAST	P42934	PMT6_YEAST	PMT6	759	false	false	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Dolichyl-phosphate-mannose--protein mannosyltransferase 6	1:Experimental evidence at protein level	2.11	0.8359	0.9942	0.00351699882767	1	1	1	1	1	1	2339938.5	2339938.5	2339938.5			
sp|P39526|LAA1_YEAST	P39526	LAA1_YEAST	LAA1	2014	false	false	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	AP-1 accessory protein LAA1	1:Experimental evidence at protein level	0.45	0.8330	0.9941	0.00351699882767	1	1	1	1	1	1	1218445.2	1218445.2	1218445.2			
sp|P47123|MOG1_YEAST	P47123	MOG1_YEAST	MOG1	218	false	false	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Nuclear import protein MOG1	1:Experimental evidence at protein level	5.96	0.8319	0.9940	0.00351699882767	1	1	1	1	1	1	0	0	0	1C(57.0215)		
sp|Q02767|VPS28_YEAST	Q02767	VPS28_YEAST	VPS28	242	false	false	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Vacuolar protein sorting-associated protein 28	1:Experimental evidence at protein level	5.37	0.8223	0.9936	0.00351699882767	1	1	1	1	1	1	0	0	0			
sp|Q03533|TDA1_YEAST	Q03533	TDA1_YEAST	TDA1	586	false	false	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Serine/threonine-protein kinase TDA1	1:Experimental evidence at protein level	1.88	0.8190	0.9935	0.00351699882767	1	1	1	1	1	1	3399667.2	3399667.2	3399667.2			
sp|P29295|HRR25_YEAST	P29295	HRR25_YEAST	HRR25	494	false	false	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Casein kinase I homolog HRR25	1:Experimental evidence at protein level	1.82	0.8185	0.9934	0.00351699882767	1	0	1	1	0	1	5554887.5	0	5554887.5			sp|P39962|KC13_YEAST
sp|Q06639|RSC3_YEAST	Q06639	RSC3_YEAST	RSC3	885	false	false	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Chromatin structure-remodeling complex protein RSC3	1:Experimental evidence at protein level	1.02	0.8165	0.9934	0.00351699882767	1	1	1	6	6	6	2.63842752E8	2.63842752E8	2.63842752E8	2M(15.9949),3C(57.0215)		
sp|P20448|DBP4_YEAST	P20448	DBP4_YEAST	HCA4	770	false	false	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	ATP-dependent RNA helicase HCA4	1:Experimental evidence at protein level	0.91	0.8127	0.9932	0.00351699882767	1	1	1	1	1	1	3914747.8	3914747.8	3914747.8			
sp|P48563|MON2_YEAST	P48563	MON2_YEAST	MON2	1636	false	false	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Protein MON2	1:Experimental evidence at protein level	0.61	0.8087	0.9930	0.00351699882767	1	1	1	1	1	1	901881.75	901881.75	901881.75			
sp|P43611|OSW7_YEAST	P43611	OSW7_YEAST	OSW7	510	false	false	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Outer spore wall protein 7	1:Experimental evidence at protein level	5.29	0.8058	0.9929	0.00351699882767	1	1	1	1	1	1	9341292.0	9341292.0	9341292.0			
sp|Q12133|SPC3_YEAST	Q12133	SPC3_YEAST	SPC3	184	false	false	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Signal peptidase complex subunit 3	1:Experimental evidence at protein level	3.80	0.8053	0.9929	0.00351699882767	1	1	1	2	2	2	7619936.0	7619936.0	7619936.0			
sp|P42949|TIM16_YEAST	P42949	TIM16_YEAST	PAM16	149	false	false	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Mitochondrial import inner membrane translocase subunit TIM16	1:Experimental evidence at protein level	5.37	0.7964	0.9925	0.00351699882767	1	1	1	1	1	1	0	0	0			
sp|P47137|YJ66_YEAST	P47137	YJ66_YEAST	YJR096W	282	false	false	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Uncharacterized oxidoreductase YJR096W	1:Experimental evidence at protein level	2.84	0.7962	0.9924	0.00351699882767	1	1	1	1	1	1	3266280.8	3266280.8	3266280.8			
sp|Q02647|DYL1_YEAST	Q02647	DYL1_YEAST	DYN2	92	false	false	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Dynein light chain 1, cytoplasmic	1:Experimental evidence at protein level	8.70	0.7894	0.9921	0.00351699882767	1	1	1	1	1	1	7988582.0	7988582.0	7988582.0			
sp|Q06156|CND1_YEAST	Q06156	CND1_YEAST	YCS4	1176	false	false	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Condensin complex subunit 1	1:Experimental evidence at protein level	0.68	0.7855	0.9919	0.00403458213256	1	1	1	2	2	2	3.7010668E7	3.7010668E7	3.7010668E7			
sp|P11632|NHP6A_YEAST	P11632	NHP6A_YEAST	NHP6A	93	false	false	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Non-histone chromosomal protein 6A	1:Experimental evidence at protein level	7.53	0.7853	0.9919	0.00403458213256	1	1	1	1	1	1	3902061.2	3902061.2	3902061.2			
sp|P48360|ADRO_YEAST	P48360	ADRO_YEAST	ARH1	493	false	false	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Probable NADPH:adrenodoxin oxidoreductase, mitochondrial	1:Experimental evidence at protein level	2.23	0.7780	0.9916	0.00403458213256	1	1	1	1	1	1	3985500.0	3985500.0	3985500.0			
sp|P01098|STF1_YEAST	P01098	STF1_YEAST	STF1	86	false	false	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	ATPase-stabilizing factor 9 kDa, mitochondrial	1:Experimental evidence at protein level	8.14	0.7742	0.9914	0.00403458213256	1	1	1	1	1	1	5412434.0	5412434.0	5412434.0			
sp|P38072|SCO2_YEAST	P38072	SCO2_YEAST	SCO2	301	false	false	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Protein SCO2, mitochondrial	1:Experimental evidence at protein level	3.99	0.7537	0.9904	0.00403458213256	1	1	1	1	1	1	1.8059428E7	1.8059428E7	1.8059428E7	8C(57.0215)		
sp|Q12386|ARP8_YEAST	Q12386	ARP8_YEAST	ARP8	881	false	false	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Actin-like protein ARP8	1:Experimental evidence at protein level	0.91	0.7530	0.9903	0.00403458213256	1	1	1	1	1	1	618011.94	618011.94	618011.94			
sp|Q04228|UBX2_YEAST	Q04228	UBX2_YEAST	UBX2	584	false	false	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	UBX domain-containing protein 2	1:Experimental evidence at protein level	3.42	0.7520	0.9903	0.00403458213256	1	1	1	1	1	1	4259600.5	4259600.5	4259600.5			
